hdr;country;code;perc;anno
141;Malawi;MWI;16.7;2015
142;Cote d'Ivoire;CIV;9.2;2015
143;Gambia, The;GMB;9.4;2015
144;Ethiopia;ETH;37.3;2015
145;Mali;MLI;8.8;2015
146;Congo, Rep.;COG;8.2;2015
147;Liberia;LBR;10.7;2015
148;Sierra Leone;SLE;12.4;2015
149;Mozambique;MOZ;39.6;2015
150;Burundi;BDI;37.8;2015
151;Burkina Faso;BFA;9.4;2015
152;Chad;TCD;14.9;2015
153;Central African Republic;CAF;12.5;2015
