hdr;country;code;perc;anno
141;Malawi;MWI;83.6;2010
142;Cote d'Ivoire;CIV;51.8;2010
143;Gambia, The;GMB;72.2;2010
144;Ethiopia;ETH;77.5;2010
145;Mali;MLI;50.3;2010
146;Congo, Rep.;COG;70.7;2010
147;Liberia;LBR;58.1;2010
148;Sierra Leone;SLE;65.1;2010
149;Mozambique;MOZ;84.3;2010
150;Burundi;BDI;84.0;2010
151;Burkina Faso;BFA;76.6;2010
152;Chad;TCD;64.1;2010
153;Central African Republic;CAF;69.8;2010
1;Norway;NOR;61.2;2015
2;Switzerland;CHE;62.7;2015
3;Australia;AUS;58.6;2015
4;Germany;DEU;54.5;2015
5;Denmark;DNK;58.0;2015
6;Singapore;SGP;58.2;2015
7;Netherlands;NLD;57.5;2015
8;Ireland;IRL;52.4;2015
9;Iceland;ISL;70.7;2015
10;Canada;CAN;61.0;2015
11;United States;USA;56.0;2015
12;New Zealand;NZL;62.4;2015
13;Sweden;SWE;60.9;2015
14;United Kingdom;GBR;56.9;2015
15;Japan;JPN;49.1;2015
16;Korea, Rep.;KOR;50.0;2015
17;Israel;ISR;58.9;2015
18;Luxembourg;LUX;52.2;2015
19;France;FRA;50.7;2015
20;Belgium;BEL;48.2;2015
21;Finland;FIN;55.0;2015
22;Austria;AUT;54.7;2015
23;Slovenia;SVN;52.2;2015
24;Italy;ITA;39.3;2015
25;Spain;ESP;52.3;2015
26;Czech Republic;CZE;51.1;2015
27;Greece;GRC;43.9;2015
28;Estonia;EST;55.5;2015
29;Cyprus;CYP;57.5;2015
30;Malta;MLT;38.8;2015
31;Qatar;QAT;53.6;2015
32;Poland;POL;49.1;2015
33;Lithuania;LTU;53.9;2015
34;Chile;CHL;50.7;2015
35;Saudi Arabia;SAU;20.1;2015
36;Slovak Republic;SVK;51.4;2015
37;Portugal;PRT;53.6;2015
38;United Arab Emirates;ARE;41.9;2015
39;Hungary;HUN;46.4;2015
40;Latvia;LVA;54.4;2015
41;Argentina;ARG;48.4;2015
42;Croatia;HRV;46.4;2015
43;Bahrain;BHR;39.2;2015
44;Montenegro;MNE;42.0;2015
45;Russian Federation;RUS;56.6;2015
46;Romania;ROU;47.6;2015
47;Kuwait;KWT;48.4;2015
48;Belarus;BLR;54.5;2015
49;Oman;OMN;30.0;2015
50;Barbados;BRB;62.4;2015
51;Uruguay;URY;55.4;2015
52;Bulgaria;BGR;48.6;2015
53;Kazakhstan;KAZ;66.1;2015
54;Bahamas, The;BHS;69.4;2015
55;Panama;PAN;50.5;2015
56;Mauritius;MUS;46.8;2015
57;Trinidad and Tobago;TTO;52.6;2015
58;Costa Rica;CRI;46.8;2015
59;Serbia;SRB;43.4;2015
60;Cuba;CUB;42.6;2015
61;Iran, Islamic Rep.;IRN;16.2;2015
62;Georgia;GEO;57.3;2015
63;Turkey;TUR;30.4;2015
64;Venezuela, RB;VEN;51.4;2015
65;Sri Lanka;LKA;30.2;2015
66;Albania;ALB;40.3;2015
67;Lebanon;LBN;23.5;2015
68;Mexico;MEX;45.4;2015
69;Azerbaijan;AZE;61.9;2015
70;Brazil;BRA;56.3;2015
71;Bosnia and Herzegovina;BIH;34.4;2015
72;Armenia;ARM;54.9;2015
73;Ukraine;UKR;52.2;2015
74;Jordan;JOR;14.2;2015
75;Peru;PER;65.7;2015
76;Thailand;THA;62.9;2015
