hdr;country;code;perc;anno
140;Afghanistan;AFG;0.0;2015
141;Malawi;MWI;0.0;2015
142;Cote d'Ivoire;CIV;0.0;2015
143;Gambia, The;GMB;0.0;2015
144;Ethiopia;ETH;0.0;2015
145;Mali;MLI;0.0;2015
146;Congo, Rep.;COG;0.0;2015
147;Liberia;LBR;0.0;2015
148;Sierra Leone;SLE;0.0;2015
149;Mozambique;MOZ;0.0;2015
150;Burundi;BDI;0.0;2015
151;Burkina Faso;BFA;0.0;2015
152;Chad;TCD;0.0;2015
153;Central African Republic;CAF;0.0;2015
